"","name","location","rating","text"
"105","Jennifer L.","Clearwater, FL",5,"Amazing. Beautiful. This place is truly amazing. HANDS DOWN. They really have their act together.I accompanied a family member here and we were both just in awe of the efficiency and coordination of how Mayo works. She met with her lead doctor, who then setup a series of other tests. She was handed a booklet with all the times/dates of her appointments, along with the locations (building, floor, etc) &  instructions for each test. Oh! There's an APP, too! (For you smart phone users). Which shows your doctors, tests, maps of the buildings, etc..In addition, sometimes the appointments are not available at the most convenient of times. For example, one of the appointments is over a week out. We'd only planned to be here for a couple of days. So what you can do is become a ""checker"" -  it's kind of like flying on standby. You go early, check-in and let them know which test you're waiting for, and then if they get an open time during the day when they can take you,  they page you (on the pager you're provided with upon check in). How awesome is that?!? While you're waiting for your tests, there's a variety of areas. We were able to score the most comfortable leather chairs, and ottomans, and some side tables. There's also outlets all over to charge your electronics. And of course, they have free wifi. Although, I did get bumped off a couple of times... I guess I can't complain, since A) they have it, and B) it's free. The place is HUGE. There are also multiple buildings. But the really cool thing is they have this basement called the ""subway"", which connects the buildings and there's a bunch of shops, and pharmacies and fast-food restaurants, etc... There are Information desks all over the place, so if you get lost or need help, there's always someone close by who can give you direction. There's plenty of wheelchairs, and even people to push you around if need be. Many of the local hotels also have shuttles (some shared, some individual), to take you to and fro. I was quite surprised to step out of the elevator into the ""subway"" and found an orchestra playing!! It was beautiful, and there was quite the crowd gathered to watch. Another day, there was someone playing the most beautiful music on a piano that sits in the area. It's just a nice way to take your mind off things - when you suddenly come across beautiful music. The building itself is downright gorgeous. All windows, and made out of granite and marble and everything is sparkly clean. There's also beautiful things to see all over: random fountains, artwork, and statues. Beautiful. Just beautiful. Everyone here is really helpful and kind. If you've got some time to kill between appointments or whatever, there's also plenty to do in the immediate area: Starbucks, shopping, great restaurants - all within walking distance! Not to mention many hotels nearby! I can't say enough about this place. I see now why it's one of the most amazing clinics in the world. There were people here from all over the world, with all kinds of crazy medical problems. The doctors here really know what they're doing."
"106","Leticia W.","New City, NY",1,"Gianrico Farrugia, M.D.President and CEO, Mayo ClinicI only now see straight to give you a feedback on my journey into your hospital. First of all, when I went there traveling from NY, was no doubt in my mind that I have a mitral regurgitation and secondary pulmonary hypertension. I just need to read the results of my electrocardiogram to released that.What is outrageous is that your institution knows that Pulmonary Hypertension is not cure, and even your Drs knowing that is being caused by Mitral Valve regurgitation(leaking of the mitral valve that allows backward flow of blood into the left atrium) and a repair or replacement of the valve can reverse my initial or even reverse my pulmonary hypertension they decide to totally ignore.If is any chance to prevent a progression of a pulmonary hypertension that is mild now and totally reversible at your Drs hands I know already that I just will die, any retarded know  mild increase in cardiac filling pressures is the cause. My concern besides survive of course is not the size of the problem, mild or advantage, but the reason that my hypertension could be cured.Nothing will be never done until I have a heart failure and don't need to be a genius to know that even at this point I get the surgery done and be a success my pulmonary hypertension will kill me anyway, for being to late address.How you call yourselves the first hospital in the Country when something like that is happening?Leticia Whaley"
"107","Daniel D.","Grand Forks, ND",1,"My local Doctor referred me to Mayo in Rochester. I got aa call from Mayo asking me all kinds of questions about what was wrong.  a few weeks later I got a letter stating they had people with worse problems than mine and wont be able to see me.  1 year later my local Doctors can't figure out what's wrong.  I'm very unhappy when I see the new commercial they have out stating ""when you need answers, you know where to go""."
"108","Glenn W.","Vermont, IL",5,"If I could, I would give The Mayo Clinic 10 stars. Dr. Sarr was wonderful to my mother. A local oncologist gave my mom 6 months to 1 year to live with her colon cancer. I said we're going to Mayo's she lived 12 years and cancer didn't take her life. The same with my dad, not cancer but dementia issues. Then with myself after a missed diagnosis of a blood clot locally. I am so grateful for this wonderful medical facility and the the people who staff it. God Bless Them All!"
"109","Michelle A.","NC, NC",2,"I've seen multiple great reviews, but I haven't experienced this. Generally, I find that doctors pay attention to those patients that have a diagnosed critical condition. If you're undiagnosed, and they can't determine the issue, you get shuffled from one place to another with nobody actually caring about helping you get well. Many of the doctors I encountered were not great about listening to me, the patient, and that makes for more difficult appointments. I'd recommend them for something diagnosed and serious/critical, but otherwise, you are likely better off elsewhere."
"110","Jennifer M.","Palatine, IL",2,"Very disappointed with Mayo Clinic. My husband desperately needs answers and help. I feel he was treated as an ID number and not a real human being who is suffering. Mayo won't give him the chance to be seen by their Doctors. Three generations of my family have been helped by Mayo but now, I do not feel anyone at Mayo is really listening or cares. Very disheartening."
"111","M M.","San Francisco, CA",3,"Overall my experience at the Mayo Clinic gave me more answers, and pushed me in the correct direction of diagnosis, but it was not without some hiccups.Pros:1. The facilities are fantastic2. The staff are incredibly kind and nice3. After an initial visit, they schedule everything for you within the next 1-2 weeks, which helps get you out of there sooner and not have to spend a fortune on hotels4. They are responsive to any problems that come up and reasonable5. The office staff are very good about relaying messages between you and your doctor and quick at getting back to you.5. Their billing center is very thorough and are excellent at their jobs6. The doctors go out of their way to write any letters needed (ex: I needed letters for flight issues and my insurance that my doc quickly and kindly wrote for me)7. They have the newest technologyCons and Tips for Patients:1. Although having them schedule everything for you makes your life easier, you have to stay on top of things to check for any errors. One of the tests I did, ended up being invalid because they placed me on a certain diet for another test, that influenced the results of the 2nd test. I still had to pay for both tests, and ended up having to redo the 2nd test, which I was not happy about because I had to swallow radiation for it, and spend another week at the hospital, which meant another week of paying for a hotel.2. The person in the lab center gave me the wrong directions for a test. I knew it could not be right, and asked her to check and she brushed me off. I did the test and it came back negative. I checked with my doctor if she had given me the correct directions, and it was confirmed that I was correct, she did not. I ended up having to redo the test out of state, and ship my samples to Minnesota. This set me back months in my treatment, and was a huge headache and inconvenience. Sure enough my 2nd results came back positive. Had I not advocated for myself I would have never gotten the correct results, and therefore diagnosis and treatment. HUGE ERROR!3. Although Mayo was kind about the problem above, it was months of back and forth making sure they refunded me for their mistake. They did, but it was extremely time consuming.4. You do not get thorough reports from the doctors. They have new technology where they talk into the telephone and it dictates their verbal notes onto paper. So you get a pretty short handed simple report.5. Prior to coming to Mayo I was told they spend a lot of time with you to answer questions, eval you etc. I did not find that to be the case. It was about the same as any other doctor visit. Initial eval about 30 minutes, and my appointment to review my results about 15 minutes. My take away is I think Mayo is a great way to get a bunch of tests over with, try new tests other hospitals do not have yet, and learn about new research, but keep in mind to check everything yourself and know you're outcome is really more dependent on if you happen to get a practitioner who knows what to do in your case, than the hospital establishment itself."
"112","Jack K.","Pensacola, FL",5,"My wife has serious health issues and she is routinely treated at Vanderbilt in Nashville, TN.  I have a very high regard for Vanderbilt, but the Mayo Clinic is another world entirely.  It is a huge facility, many times larger than Vanderbilt.  And, the organization and execution of the various tests I could only view with ""shock and awe"".  My wife received care that has a reputation for, and was proven to us, as the best in the world.  Unbelievable diagnostic capabilities and a very common sense and soothing approach."
"113","Deb J.","Urbana, IA",1,"I am appalled I was refused an appointment with no explaination.Debra James  iowaID#94305442"
"114","Phillip H.","Rochester, MN",5,"Greatest nurses on Earth here, so beyond friendly, beautiful artwork everywhere and there is a museum I would recommend anyone who goes there to check that out."
"115","Hasan E.","Glendale Heights, IL",5,"Very Good Service. For over a year and a 1/2 and finally I got here. Wonderful, very nice, positive treatment. No doctors on Earth found my problem. I was hopeless but they were able to diagnose and figure out part of the problem. Jordan that works in Spine Center is the best. Very Kind, patient and nice that tries really hard and strives towards her patients. Dr. Bydon and Dr. Atkins are great doctors. Very patient willed to listen to my problems and helped me a lot more than I expected so far. I wish they can cure my problem. I have faith in this place. Hopefully all works out."
"116","Jon E.","Inver Grove Heights, MN",5,"Urology department was great!. The scheduling has been perfect.I had a mass removed by Dr Patterson and all is going smoothly so far. Dr Godwin is excellent too.My prep/care Nurse, Bethany was so kind and thoughtful!I would recommend the Mayo to anyone!"
"117","Kim H.","Elgin, MN",5,"Absolutely the best.  I was diagnosed with breast cancer in May 2016 and went to Mayo for a 2nd opinion.  I had breast cancer treatment at my local health care provider but am having follow up care and monitoring at Mayo in Rochester.Every single person at Mayo from Assistant to Physician is professional and compassionate.  If I have any question, I just message my care team and they respond so quickly - usually within 2 hours.  And their responses are meaningful-usually with input from my Dr unless that is clearly not necessary.  That makes me feel like I am never alone in this rather scary journey.They are incredibly organized and efficient.  If you need follow up tests, they do their best to make it happen the same day but that isn't always possible.  They get you in as quickly as possible.They don't take chances with my health.  They have done some radiology and lab work that I am pretty sure my local provider would have skipped.  While my local provider seemed to prefer skipping anything which was not absolutely needed, Mayo seems to want to be sure which I appreciate.  This is my life we are talking about.And last but not least, the phone app is amazing.  I can see all the dr. notes, test results, even radiology images through the phone app portal.  That makes me more informed and reassured about  care I am getting.  Don't underestimate the importance of being informed every step along the way."
"118","Michelle F.","Schaumburg, IL",5,"For undisclosed reasons, this is my third trip to the Mayo Clinic.All of the doctors here are fabulous and they work together to get to the bottom of any problem.  It is a little hard to navigate around, but there are PLENTY of signs to help you along your way.  Plus, the Information People are REALLY nice.  I am really really impressed.They have a wonderful scheduling department that will do anything they can in order to fit whatever they can into your stay.  I relaly appreciate the schedule that they print out that tells you were to be and when.  It also explains all of the directions for each particular test and the perimeters you need to accomplish them in.  They try really hard to stay on-schedule because if they don't, they understand that the rest of your day might be thrown off.I was even schedule for a test in May (when I had one visit in April) and they had me on Standby for it in April just in case there was a cancellation.  Luckily (for me), there was, and I was able to get into the test.  I really appreciated their advice, because I would have been returning in a couple weeks for this test if they hadn't told me to stay!This is a great hospital/research area that has a big, bright ambiance (open and airy) and there's even a piano player sometimes in the lobby of the main clinic.  The subway levels to get between buildings are GREAT to have, especially in winter.  The cafeteria is well-stocked and well-priced.  They definitely don't gouge you on food.I can't say that I hope to be back here anytime soon, but if I have to go back, at least I know I am in good hands!!"
"119","Scott A.","Healdsburg, CA",5,"Can't believe I'm leaving a yelp on the Mayo Clinic.  Polite, kind, compassionate souls who do amazing things.  We are lucky to have all of you in this world."
"120","Paul M.","Chicago, IL",4,"Various family members have been going to Mayo for the past 40+ years.  It is an amazing clinic/hospital.  However, in the past couple of years, things have changed, and it's not as attentive, and patient focused as it was in the past.  There are gatekeepers, and it is impossible to actually speak to a doctor on the phone.  And I've noticed when a nurse says they'll call you back, that doesn't happen all the time.  But, nothing in the world is the same as it was.  Sigh. It's still the premier medical facility in the world, but I remember how it was back before the accountants and management consultants got hold of it."
"121","Ken P.","La Quinta, CA",5,"Sorry that you have to come here, however you are in good hands. I worked with Dr. O'Neil & Dr, Pollock and was treated with compassion & respect. Everyone was very helpful to answer any and all questions. I pray that everything goes well for you.Best wishes to you,Ken Payne"
"122","Judy M.","Vancouver, WA",1,"The hospital is top notch but one mistake Mayo Clinic had made - they do not necessarily hire board-certified surgeon.Here is my advice to the patients that require spine surgery.Please pay attention that Dr. Mohamad Bydon is not Neurosurgery Board Certified (I found out this after I had the operation done by him, sadly).  And I am not sure why a reputable organization such as Mayo Clinic would hire a surgeon who is not board-certified.He is rather a junior doctor like other reviewers had stated at ratemds.comYou can easily check whether a specialty surgeon is board certified by researching at abns.org I am 5th day post-op by Dr. Mohamad Bydon.  I really cannot imagine that from the time (I had cervical spine surgery on Auguest 1, 2017 about noon time) I was wheeled into the operating room up to the next day that I was forced to be discharged by his nurse he did not show up in front of me.  My husband was with me that day.  The only communication was that he made a brief phone call after operation that he made a 4 inch incision in one level instead what he had communicated with us two of 2 inch incision around the creases of my neck.Originally we were told that he reserved the operating room for eight hours.  But by about 3 pm in the afternoon he already phoned my husband that surgery had finished.  I was sent to the patient room around 4 pm that day and I assume I can stay at least 24 hours there.  Noop !!Early morning on August 2nd I was told by night shift nurse that a resident physician is coming to see me shortly and I asked her how about Dr. Bydon she said he will come later of the day like maybe 3 pm. By noon time his nurse Jeena already started bugging me and my husband to get rid of the hospital as soon as we can.  I asked her 'Isn't Dr. Bydon planning to come to see me?'   She responded like this ' You know the Heads of all departments are very busy they don't have time to see patients afterwards (after they operated on them)'. And I kept begging Jeena to let me stay until about 3 pm.  All in all she did not show any sympathy or compassion at all.  We were forced out after she read us post-surgery instructions.   I really cannot believe this situation happens at Mayo Clinic.  I remembered last time I had similar surgery done by the Director of Neurosurgery at MGH in Boston Dr. Borges came to see me every single day and inquired me whether I got better.  Definitely not Dr.? Bydon !!!  Although he called me after we got back to the hotel (we travelled 2,000 miles away from home) he excused that he tried to visit me after we left.  I knew that he had communicated with his nurse Jeena regarding all the details most importantly including how to get rid of me outside of the hospital.Don't be fooled by his smiling face.  Smiling does not really mean friendly or compassionate at all."
"123","Tara H.","Saint Paul, MN",5,"Thank you thank you Dr Thomas J Salinas, dept of Prostedontics, for literally and genuinely saving my life 3 times this year.No one would help me.  No one took my pain, my suffering seriously from December 2016 until my three emergency surgeries all mandated approved by Dr Salinas -- May 24, June 7  and September 29  this year.  These dental surgeries were SO serious and life threatening that BLUE CROSS covered all costs.It is Sssoooo important to have the chutzpah courage and strong inner strength to fight for yourself,  be your OWN fearless self advocate... or else you could die.I found myself suddenly in excruciating pain after two huge molars were worked on by my new dental clinic 12/2016.   I went back a week later and a second dentist stated,"" oh,  you are just grinding your teeth!""   I knew that was a crazy statement but waited yet another month after taking megadoses of ibuprofen she had ordered.  Finally the 3rd dentist did xrays and discovered a nightmare deep infection and referred me to U if Mn graduate  Endodontics.    From day one i  immediately wrote my top internist at U of Mn of my severe pain-- he refused to help / see me   Telling me "" its a dental problem"".  Not even a referral....  he did not see me until Sept 11....Graduate Endodontics concluded my entire jaw had suffered hair pin fractures from my elevator accident 2/2013 when my face slammed to the floor and face crashed to the floor causing the teeth to crash together.    In four years bacteria had entered ALL these fractures thus  cracking my roots causing MASSIVE DEEP infections in at least  7  major molars and sub molars... they recommended SEVEN root canals for $7000.  Four years ago,  and JUST 7 months after the accident, i had seen faculty dental practice  U of Mn  ( went there for 10 years).     they suddenly stated i needed an immediate tooth removed.  I told them of my accident ... response of silence.  I asked them why my tooth had to be removed... again silence.  I realize now NO doctors want to get involved in treatments after severe accidents for fear of litigation....   you can almost see a lawyer standing invisibly behind them.....THIS  is a major problem.So one day after Endodontics i contracted nightmare asthma  then 3 days later influenza  then again a month later same thing but this time two huge abscesses on my glands just below my ears,  now its mid May.   LUCKILY my good brain directed me to my daughter's prostedontist at Mayo, Dr Salinas for a second opinion re the  $7000 of root canals,  i called in early April got an appt mid May.   He saw me right after the 2nd round of infection/ asthma and IMMEDIATELY sent me to Mayo emergency oral surgery.  Later he wrote me a personal referral to his friend the Dean of the U of Mn dental School where i had the 2nd emergency surgery which was done less efficiently by a grad student.  I became sick  again early August and was scheduled to see Dr Salinas Sept 28.   FINALLY my internist himself saw me Sept 11 and realized  how ill i was,  how deep these infections were,  how threatening to my brain. When Dr Salinas saw me sept 28 he did a special xray and ran in very serious stating,"" this molar MUST COME OUT NOW!!!""   Now i was scared.  My head aches were severe....Listen to your inner voice instincts ALWAYS.   Believe in yourself.  BE PERSISTENT.   Don't give up‼‼‼ I did this.   I am alive well.   Was on 2000 mg of amoxicillan for 12 weeks this year.....Thank you  thank you Dr Salinas for believing me.Quality care is very rare today.  We are truly blessed to have Mayo Clinic!"
"124","Margaret H.","Elyria, OH",3,"I would give Mayo a higher rating except for the billing department and the corporate overlords.  The doctors and nurses who cared for me were superb, and second to none.That said, Mayo is extremely money-hungry and will dog you for every penny your insurance company does not pay.  And I mean *every* last, blasted penny.  They are very quick to tell you they will turn you over to collections.  So much for ""non-profit"",  huh?Well, gotta pay for those water fountains and glass floors!I had heard that they were mercenary from other people, but have now seen it first-hand.Caveat emptor.  Make sure you have fabulous insurance (like members of Congress) or a pile of money somewhere."
"125","Joseph S.","Minneapolis, MN",2,"Every time I try to schedule an appointment it is an ordeal.  I did like my doctor that I had my annual physical with last year and was told he would be my regular doctor.  When I called to schedule it this year, I was transfer 4 times only to find that they will not let me see the same doctor as their protocol on seeing A doctor has changed.  I have been going to Mayo for almost 40 years and the system they have now is not patient friendly and I have decided not to continue using them because of the scheduling process."
"126","Justin A.","San Diego, CA",5,"Coming from someone who works in the healthcare field, Mayo Clinic is top notch.It is safe to say that they saved my brothers life. It is also safe to say that they did it in the most compassionate way possible. Mayo Clinic cares just as much about the patients as they do the family.Not only did the hospital provide an OR Communicator to inform the family about the status of the surgery, but the surgeon took his time to answer all questions after the surgery as well. He was never in a rush.The surgeon had to leave for a family emergency the day after the surgery and gave us his cell phone number to call him to inform him how things went. Even though he was at a funeral for his grandmother, he took time to talk to my brother on the cell phone to see how he was feeling.Mayo Clinic is a great place. Even though you don't want to be here, they will put you at ease and take the time to explain the procedure in detail."
"127","Vivian Q.","Fulshear, TX",5,"Amazing!Wonderful...!!!!!!!Thank you so much for saving my life, my family n my marriage n everything!!!!!"
"128","Lucas P.","Bloomington, MN",4,"Wonderful. The parking situation could be better, but otherwise amazing. Friendly, prompt, thorough and knowledgeable staff really make Mayo Clinic stand out"
"129","Aurielle B.","Santa Clara, CA",1,"They keep sending us mail for my grandma that passed away. The most recent one says ""get better sleep without taking a pill"". This is ridiculous and irritating considering my grandma passed away. When I called to voice my concerns to someone (pretty sure his name was mike) he didn't even let me finish my sentence before transferring me to another department. I feel like they don't care at all and I want to make sure others know this as well. Do not go here."
"130","Michael R.","Myrtle Grove, FL",1,"One day, my sister bumped her hand at work.  Nothing was wrong at first, but before long, she couldn't move her entire arm. No one could figure out what was wrong and yet no one would order an MRI (to give you an example of how ridiculous this is, I complained of headaches a while and got offered and MRI right away).  So my family decided to make the trip to this Mayo Clinic from Illinois expecting actual answers. However, no one here wanted to deal with my sister either and we left with no answers. Now I know if my sister is faking an illness and this was not faking an illness. She even had to get speech recognition software to type papers at college.  It turns out that she had a growth on her brain that was preventing her from moving her arm and guess what?!? It was found after an actual professional doctor ordered an MRI! Shocker I know! However me and the rest of my family would never have known about the growth after leaving this garbage dump.  She was told it was psychological and that she just didn't want to move her hand. Now my sister is finally getting treatment for something these idiots passed off as her ""subconsciously not wanting to move her hand."" Do not waste your time. If you aren't making these greedy quacks easy money they don't want to deal with you. The only people that get help here are the ones don't require a second set of tests."
"131","Paul D.","Round Lake, IL",5,"This is what health care should be in 2015. The staff here are friendly,  helpful,  and go way beyond average customer service to help you. This place is well organized,  clean,  and the medical care is well coordinated.  It is no wonder mayo gets so  many awards."
"132","Jessica L.","Round Lake, IL",5,"I had spent months trying to find out what was wrong with me.  Going from one medical facility to the next,  doctor to doctor,  getting test results over and over.  I finally decided to visit the mayo clinic and they figured out what was wrong with me and got me on a treatment plan that is working!"
"133","Cindy D.","Minneapolis, MN",4,"I was a Teen Volunteer here A LONG TIME AGO (please don't ask me about my age :)) I remember walking around in the underground delivering flowers to patients and spending times with daycare kids. I miss eating the cookies and listening to someone playing the piano at Methodist. Anywho, Mayo Clinic is huge. You will see different nationalities of people here. Most of them are either patients, workers, or visitors. I didn't rate this place a five star because it's located in Rochester, MN. I think it is a far drive for patients who live in the cities. Also, I was there recently to pick up my immunization records. I called ahead to have them get it ready for me when I show up. When I got there, they didn't get it ready for me and I had to wait in the little lobby for about 10 minutes. That was the only disappointment :(Overall; Mayo Clinic is one of the best hospitals in the world. It's a good place to make appointments for health concerns."
"134","Miranda C.","Peoria, IL",5,"Thank you for solving my problem and doing what my local doctor could not figure out!"
"135","Jacqueline C.","Oceanside, CA",1,"My unborn child wasn't a priority even to the slightly kept pushing me back in line as if the abdominal pain cough and other symptoms don't matter nor does my child. I will never come back here again"
"136","Ame H.","Minneapolis, MN",5,"A large system with different departments and doctors, but for the most part, I really love Mayo and have gratitude for what the system has done for me. I have seen several doctors for one of my disorders, and they have all been kind and patient, as well as driven by data on the one hand and yet investigative and curious on the other. I generally feel that I am in excellent hands there."
"137","Genie H.","Fort Mohave, AZ",3,"HEADS UP If your planning to go to the Mayo Clinic  & you have MEDICARE INSURANCE, Medicare does not take Medicare Assignment. They also charge 15% more so be prepared to pay out of your own pocket even if you have a secondary insurance. I was not aware of it & it was not mentioned to me."
"138","Katherine F.","Livermore, CA",5,"This website has been a tremendous asset to me while seeking a diagnosis for my health issue.There are a raft of bogus sites available...and someone who is ill can be sent into a tailspin when given bad information.Best place I have found to quell my fears...and validate what my doc is saying, plus add more good information for my discussions with my doc.LOVE IT!"
"139","BK J.","Shelton, WA",4,"Just a note as an update - if you need to spend more than a couple of days at Mayo and need to park I would really recommend getting a 5 or more day parking pass from the parking attendant at the parking ramp exit.The pass allows you to reenter the various patient parking ramps the same day without having to pay multiple parking fees.  The attendant even allowed me to apply the first day to today when I had appointments in the morning, followed by a gap of time before my afternoon appointments - allowing me to run out for lunch."
"140","Patricia D.","Lakeville, MN",2,"Their motto is "" the needs of the patient come first.""  However, if you have a bill with them and you only pay them what you can afford, in my case, 50 dollars a month, they will refuse to let you see a specialist when you need one. Even if your primary care physician wants to refer you, you will not see that specialist.  THIS IS NOT THE NEEDS OF THE PATIENT COME FIRST! It's all about the money."
"141","D W.","Los Angeles, CA",1,"As of this moment I am extremely frustrated and disappointed with the mayo clinic after waiting three months for an appointment I figured this would be a turning point in my diagnosis for an unknown auto immune condition instead I drove six hours to be seen by a doctor then abruptly told I needed to see a rheumatologist but they have no appointments for a few weeks it turns out the entire staff dropped the ball I sent all my records and data in two months prior to my appointment they were Supposed to do pre-scheduling so there were no conflicts here I am aimlessly driving around the desert killing time while they try to squeeze me in absolutely unacceptable I traveled from out of state incurred hotels a rental car all for absolutely nothing thus far except added stress to my condition!!!!!!!!!"
"142","Lindsay D.","Los Angeles, CA",1,"Arrogant, Insulting, Missed Easy Diagnosis, care more about their image than actually helping peopleI told five different doctors that I was so exhausted that my second day at a new job I slept in the fire escape. All I could do was work, eat, and sleep. I frequently slept in the handicap stall of the ladies restroom, and eventually moved right next to my job so that I could nap for an hour at lunch. NONE of them looked into this fatigue. Their only response was a psych referral. Turns out I have Hashimotos and a goiter so large my necklaces no longer fit. All of my dizziness symptoms resolved with thyroid supplementation. Mayo gave me an insulting pamphlet on ""Chronic Subjective Dizziness"". Yes, I knew I was chronically dizzy . . thank you for telling me that you see it as subjective. It was as if this shiny pamphlet telling me it was in my head and there was nothing they could do served as a diagnosis. Oh the arrogance. If as a doctor or organizations you cannot find the source of a patient's symptoms you should dig deeper until you do. Only arrogance assumes that since you cannot find a source a source does not exist. Shame on the Mayo Clinic for taking arrogance to the level of creating a new ""diagnosis"" as a trash can diagnosis for all the things of which they are not competent enough to actually find the cause. Hashimotos is a pretty easy diagnosis to catch. Shame on the Mayo Clinic. The second time I applied  (other issues) they rejected me. The numbers game they play to keep their success rate up . . . their ""#1 in the country"" claim is a joke. Make up fake diagnosis and reject tough patients and you could have the same claim as well. Anyone working in development/marketing of this organization should take a serious look at how they get to their ""success numbers"" . . . and leave. Go work for an organization that focuses on helping people, not on their image."
"143","Sonja G.","Fremont, CA",5,"My child had an unresolved urological issue that we have been trying to diagnose for several months in the San Francisco area. Despite the fancy name of Stanford's LPCH, it was hard for us to find good sub-specialists here who were available to look at the kid's condition holistically. A family member suggested whether we tried the Mayo Clinic. Going with our Bay Area experience, I thought it would be 6 months to see a good specialist at Mayo, but to our surprise, it was quicker. We got an appointment in less than a week and flew to Rochester. The specialist, Dr. Patricio C. Gargollo and his entire staff were caring, compassionate and willing to listen and give us the diagnosis with a treatment plan. The Doctors at Mayo, despite the big name, are workhorses and not show horses!! They do not tell patients that it's in their head. They actually start with an unbiased, clean slate and look at the complete picture. Not sure how they find time to do justice to all who go there. I hope Stanford can find enough  resources to train their show-off doctors by sending them to Mayo for real training, especially the pediatric urologists."
"144","Sarah M.","Issaquah, WA",5,"I really, truly can't give this place more praise. If I could give it 10 stars out of 5, I would. The Mayo Clinic truly lives up to its reputation. The Mayo Clinic is HUGE. It's almost a full town. I spent most of my time in the same 3 buildings but there were buildings that spanned maybe up to a mile away. I came here because I suffer from daily chronic migraines among other things and was never able to find someone to look at everything holistically. I knew that everything was interconnected but no one would tell me how. The wait time to get an appointment was about 4-5 months but the process was really organized and easy. Call to make an appointment, they call back to offer an appointment time and department, give your insurance info and then they send you a bunch of paperwork in the mail to fill out. Easy enough.I only had one appointment scheduled which made me a little nervous, and I didn't know what to expect. However, as soon as we got started, I knew why people flew from all over the place to come here. We first had a nurse come in and ask a few questions, then the resident spent a really great amount of time with us, and then the resident went to brief the head doctor and then they both came back to provide a recommendation. I don't know how much time is standard but this process took us about 3 hours in total which was completely unheard of. Almost all of which was time with two doctors. They then said that it made sense for me to get some testing done and to see some other specialists. They sent me THAT DAY to get a few MRIs done and then requested that I see 4 other specialists. As soon as they put together their plan, they sent it to their schedulers who set up appointments. They gave me a packet that had all of my appointments with their locations. It was late July and some of my appointments were scheduled for all the way out in September which wouldn't work for us since we were only there for 10 days. However, if you go to each department, you can either see if they have something sooner or wait standby. I got REALLY lucky with standby and once waited 15 minutes and the other time waited about an hour. Note - not all standby requests will happen this fast.Anyway, each of the specialists was just as wonderful as the next. The department generally started with the same model of a nurse coming in, then a resident, then the main doctor. However, sometimes there wasn't a nurse first. But each specialist/resident duo spent at least a good hour to hour and a half with me which was equally impressive. (Again, not sure what the standard is?)Between all of the doctors, they communicated well and disagreed with each other when it made sense to. In the end, my neurologist who was coordinating my care, put together a comprehensive plan and recommendation which he shared. They have an online portal where you can contact the doctor with questions, refill medications, etc. This place is just SO SO impressive, I can't say enough good things about it."
"145","M F.","Los Angeles, CA",1,"Mayo Clinic's staffs bedside manner is atrocious, especially the staff on the rehabilitation center. The Board of Directors are not helpful either. Additionally, how they treated patient A. G. Was atrocious and they should never, ever ""medically abduct"" a person."
"146","Janice J.","San Francisco, CA",1,"Aweful facility and a disgrace to medicine. I went to the gastroenterology clinic because my abdomen had been distended and particularly paralyzed for multiple months. The doctors big ego was more important than trying to help his patients. I was there for four weeks, had numerous tests done and was told i had idiopathic inflammatory bowel issues. They did not take biopsy's during my colonoscopy or upper endoscopy despite it being indicated due to unexplained inflammation. They also missed the fact that I had an infection in my small intestines and celiac disease. They then tried to send me to a 'pain clinic' and implied that I had psycho-somatic illness. I am disappointed and disgusted by this facility because if i were to have listened to them I could have died from a c.diff infection I had for months before discovering it. They also do not believe nor do they test for Lyme disease. I really hope Mayo Clinic steps out of the dark ages soon."
"147","Rachel T.","Greenwood, IN",1,"Don't waste your time or money. Asthma and Allergy department not the top grade they like to think they are. I had testing, ended up in the ER even after having a reaction in the Allergy department and then ending in ER the Dr insisted it was all in my head. There was nothing wrong.I went hoping for testing I couldn't get in my local office. But all they did was scratch testing.They didn't look for a cause of my issues.Google Mayo reviews not associated with the Mayo clinic that are actual honest reviews, not doctored by the mayo to make themselves look positive."
"148","Tyler R.","Wadena, MN",5,"Friendly staff, some of the best medical on earth.  My mom had a liver transplant here 16 years ago.  Now we go here once a year for checkup"
"149","Rebecca G.","Belton, TX",1,"The care at Mayo was excellent. However, their billing department is slow and takes forever to process claims. I gave birth to my daughter June of last year (2016). It is now 11 months later (May 2017) and my pre-natal care coverage is still a pending insurance claim. I have called patient billing three times and sent 2 portal messages. I have contacted my insurance, who says they just need a simple form filled out to verify the provider's credentials. All I get are blanket responses from Mayo stating ""we are working diligently to resolve the issue."" 11 months is not diligence. Having a $5,000+ bill just pending is not good customer service and sure isn't taking care of the patient. I'm just waiting for the message when it goes to collections and I have to fight so I don't get charged because of their lack of understanding of how Tricare insurance works. It's absolutely unprofessional. We are trying for a second child and I absolutely refuse to go back to that facility because of the headache of this. We'll go to Olmsted county hospital instead."
